COUNTS
1	121
2	222
3	10
4	71
5	414
6	262
7	12
8	499
9	34
10	67
11	63
12	265
13	249
14	39
15	592
16	213
17	442
18	228
19	18
20	18
21	18
22	144
23	343
24	298
25	17
26	137
27	17

ISSUES
task	file	kind	detail
12	task_12_096.txt	missing_internal_variant	
12	task_12_098.txt	missing_internal_variant	
12	task_12_100.txt	missing_internal_variant	
12	task_12_102.txt	missing_internal_variant	
12	task_12_104.txt	missing_internal_variant	
12	task_12_106.txt	missing_internal_variant	
12	task_12_108.txt	missing_internal_variant	
12	task_12_110.txt	missing_internal_variant	
12	task_12_112.txt	missing_internal_variant	
12	task_12_114.txt	missing_internal_variant	
12	task_12_116.txt	missing_internal_variant	
12	task_12_239.txt	missing_internal_variant	
12	task_12_241.txt	missing_internal_variant	
12	task_12_244.txt	missing_internal_variant	
12	task_12_246.txt	missing_internal_variant	
12	task_12_248.txt	missing_internal_variant	
12	task_12_266.txt	missing_internal_variant	
14	task_14_329.txt	missing_internal_variant	
14	task_14_345.txt	missing_internal_variant	
14	task_14_347.txt	missing_internal_variant	
14	task_14_378.txt	missing_internal_variant	
14	task_14_430.txt	missing_internal_variant	
14	task_14_484.txt	missing_internal_variant	
14	task_14_493.txt	missing_internal_variant	
14	task_14_495.txt	missing_internal_variant	
14	task_14_520.txt	missing_internal_variant	
14	task_14_522.txt	missing_internal_variant	
14	task_14_524.txt	missing_internal_variant	
14	task_14_526.txt	missing_internal_variant	
14	task_14_528.txt	missing_internal_variant	
14	task_14_530.txt	missing_internal_variant	
14	task_14_532.txt	missing_internal_variant	
14	task_14_534.txt	missing_internal_variant	
14	task_14_536.txt	missing_internal_variant	
14	task_14_538.txt	missing_internal_variant	
15	task_15_058.txt	missing_internal_variant	
15	task_15_062.txt	missing_internal_variant	
15	task_15_064.txt	missing_internal_variant	
15	task_15_073.txt	missing_internal_variant	
15	task_15_075.txt	missing_internal_variant	
15	task_15_077.txt	missing_internal_variant	
15	task_15_079.txt	missing_internal_variant	
15	task_15_081.txt	missing_internal_variant	
15	task_15_083.txt	missing_internal_variant	
15	task_15_085.txt	missing_internal_variant	
15	task_15_087.txt	missing_internal_variant	
15	task_15_089.txt	missing_internal_variant	
15	task_15_093.txt	missing_internal_variant	
15	task_15_095.txt	missing_internal_variant	
15	task_15_097.txt	missing_internal_variant	
15	task_15_099.txt	missing_internal_variant	
15	task_15_101.txt	missing_internal_variant	
15	task_15_103.txt	missing_internal_variant	
15	task_15_107.txt	missing_internal_variant	
15	task_15_109.txt	missing_internal_variant	
15	task_15_111.txt	missing_internal_variant	
15	task_15_113.txt	missing_internal_variant	
15	task_15_117.txt	missing_internal_variant	
15	task_15_119.txt	missing_internal_variant	
15	task_15_121.txt	missing_internal_variant	
15	task_15_123.txt	missing_internal_variant	
15	task_15_127.txt	missing_internal_variant	
15	task_15_149.txt	missing_internal_variant	
15	task_15_151.txt	missing_internal_variant	
15	task_15_153.txt	missing_internal_variant	
15	task_15_155.txt	missing_internal_variant	
15	task_15_157.txt	missing_internal_variant	
15	task_15_159.txt	missing_internal_variant	
15	task_15_161.txt	missing_internal_variant	
15	task_15_163.txt	missing_internal_variant	
15	task_15_165.txt	missing_internal_variant	
15	task_15_167.txt	missing_internal_variant	
15	task_15_169.txt	missing_internal_variant	
15	task_15_171.txt	missing_internal_variant	
15	task_15_173.txt	missing_internal_variant	
15	task_15_175.txt	missing_internal_variant	
15	task_15_177.txt	missing_internal_variant	
15	task_15_179.txt	missing_internal_variant	
15	task_15_181.txt	missing_internal_variant	
15	task_15_188.txt	missing_internal_variant	
15	task_15_190.txt	missing_internal_variant	
15	task_15_214.txt	missing_internal_variant	
15	task_15_248.txt	missing_internal_variant	
15	task_15_295.txt	missing_internal_variant	
15	task_15_458.txt	missing_internal_variant	
16	task_16_039.txt	missing_internal_variant	
16	task_16_041.txt	missing_internal_variant	
16	task_16_043.txt	missing_internal_variant	
16	task_16_045.txt	missing_internal_variant	
16	task_16_047.txt	missing_internal_variant	
16	task_16_053.txt	missing_internal_variant	
16	task_16_055.txt	missing_internal_variant	
16	task_16_057.txt	missing_internal_variant	
16	task_16_059.txt	missing_internal_variant	
16	task_16_061.txt	missing_internal_variant	
16	task_16_063.txt	missing_internal_variant	
16	task_16_065.txt	missing_internal_variant	
16	task_16_067.txt	missing_internal_variant	
16	task_16_069.txt	missing_internal_variant	
16	task_16_108.txt	missing_internal_variant	
16	task_16_125.txt	missing_internal_variant	
16	task_16_127.txt	missing_internal_variant	
16	task_16_129.txt	missing_internal_variant	
16	task_16_131.txt	missing_internal_variant	
16	task_16_142.txt	missing_internal_variant	
16	task_16_183.txt	missing_internal_variant	
16	task_16_185.txt	missing_internal_variant	
16	task_16_187.txt	missing_internal_variant	
16	task_16_189.txt	missing_internal_variant	
16	task_16_191.txt	missing_internal_variant	
16	task_16_195.txt	missing_internal_variant	
16	task_16_197.txt	missing_internal_variant	
16	task_16_199.txt	missing_internal_variant	
16	task_16_201.txt	missing_internal_variant	
16	task_16_203.txt	missing_internal_variant	
16	task_16_205.txt	missing_internal_variant	
16	task_16_215.txt	missing_internal_variant	
16	task_16_217.txt	missing_internal_variant	
16	task_16_219.txt	missing_internal_variant	
16	task_16_225.txt	missing_internal_variant	
16	task_16_227.txt	missing_internal_variant	
16	task_16_229.txt	missing_internal_variant	
16	task_16_231.txt	missing_internal_variant	
16	task_16_233.txt	missing_internal_variant	
16	task_16_235.txt	missing_internal_variant	
16	task_16_237.txt	missing_internal_variant	
16	task_16_239.txt	missing_internal_variant	
16	task_16_241.txt	missing_internal_variant	
16	task_16_243.txt	missing_internal_variant	
16	task_16_245.txt	missing_internal_variant	
16	task_16_247.txt	missing_internal_variant	
16	task_16_249.txt	missing_internal_variant	
16	task_16_269.txt	missing_internal_variant	
16	task_16_271.txt	missing_internal_variant	
16	task_16_273.txt	missing_internal_variant	
16	task_16_277.txt	missing_internal_variant	
16	task_16_279.txt	missing_internal_variant	
16	task_16_281.txt	missing_internal_variant	
18	task_18_010.txt	missing_internal_variant	
18	task_18_012.txt	missing_internal_variant	
18	task_18_014.txt	missing_internal_variant	
18	task_18_016.txt	missing_internal_variant	
18	task_18_018.txt	missing_internal_variant	
18	task_18_020.txt	missing_internal_variant	
18	task_18_022.txt	missing_internal_variant	
18	task_18_024.txt	missing_internal_variant	
18	task_18_026.txt	missing_internal_variant	
18	task_18_028.txt	missing_internal_variant	
18	task_18_030.txt	missing_internal_variant	
18	task_18_032.txt	missing_internal_variant	
18	task_18_034.txt	missing_internal_variant	
18	task_18_039.txt	missing_internal_variant	
18	task_18_086.txt	missing_internal_variant	
18	task_18_089.txt	missing_internal_variant	
18	task_18_112.txt	missing_internal_variant	
18	task_18_114.txt	missing_internal_variant	
18	task_18_116.txt	missing_internal_variant	
18	task_18_118.txt	missing_internal_variant	
18	task_18_120.txt	missing_internal_variant	
18	task_18_142.txt	missing_internal_variant	
18	task_18_145.txt	missing_internal_variant	
18	task_18_147.txt	missing_internal_variant	
18	task_18_149.txt	missing_internal_variant	
18	task_18_151.txt	missing_internal_variant	
18	task_18_155.txt	missing_internal_variant	
18	task_18_157.txt	missing_internal_variant	
18	task_18_159.txt	missing_internal_variant	
18	task_18_161.txt	missing_internal_variant	
18	task_18_163.txt	missing_internal_variant	
18	task_18_165.txt	missing_internal_variant	
18	task_18_167.txt	missing_internal_variant	
18	task_18_169.txt	missing_internal_variant	
18	task_18_172.txt	missing_internal_variant	
18	task_18_174.txt	missing_internal_variant	
18	task_18_176.txt	missing_internal_variant	
18	task_18_178.txt	missing_internal_variant	
18	task_18_184.txt	missing_internal_variant	
18	task_18_186.txt	missing_internal_variant	
18	task_18_192.txt	missing_internal_variant	
18	task_18_194.txt	missing_internal_variant	
18	task_18_196.txt	missing_internal_variant	
18	task_18_198.txt	missing_internal_variant	
18	task_18_208.txt	missing_internal_variant	
18	task_18_210.txt	missing_internal_variant	
18	task_18_212.txt	missing_internal_variant	
18	task_18_214.txt	missing_internal_variant	
